"facility.id","year","facility.name","city","state","zip","region","census","n.discharge","cost.charge.ratio","wage.index","rural","dsh","ownership","teaching","teaching.yn","freestanding","population.severity","bedsores.v1","bedsores.v2","cauti","readmit30","falls","cdi","home","pt.flu","functional","hc.flu","mspb","cauti.grade","readmit30.grade","cdi.grade","home.grade","cauti.good","readmit30.good","cdi.good","home.good"
"331319",2018,NA,NA,NA,NA,NA,2,40,0.49,0.85,0,0.17,"N",0,0,0,1.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333030",2016,"WINIFRED MASTERSON BURKE REHABILITATION HOSPITAL","WHITE PLAINS","NY","10605","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333030",2017,"WINIFRED MASTERSON BURKE REHABILITATION HOSPITAL","WHITE PLAINS","NY","10605","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA,0.61,NA,NA,0.76,NA,92.6,NA,91,NA,"No Different than the National Benchmark",NA,"No Different than the National Benchmark",NA,0,NA,0,NA
"333030",2018,"WINIFRED MASTERSON BURKE REHABILITATION HOSPITAL","WHITE PLAINS","NY","10605","2",2,912,0.5,1.29,0,0.09,"N",0.04,1,1,1.25,NA,0.4,0.6,NA,0.1,0.44,59.78,NA,100,NA,1.02,"No Different than the National Benchmark",NA,"Better than the National Benchmark","Worse than the National Rate",0,NA,1,0
"340004",2016,"HIGH POINT REGIONAL HOSPITAL","HIGH POINT","NC","27262","4",3,193,0.8,0.85,0,0.09,"N",0,0,0,1.1,0.6,NA,NA,12.84,NA,NA,NA,NA,NA,NA,NA,NA,"Better than the National Rate",NA,NA,NA,1,NA,NA
"340004",2017,"HIGH POINT REGIONAL HOSPITAL","HIGH POINT","NC","27262","4",3,208,0.69,0.85,0,0.1,"N",0,0,0,1.12,1.2,NA,NA,13.79,NA,2.32,NA,99.4,NA,93,NA,NA,"Worse than the National Rate","No Different than the National Benchmark",NA,NA,0,0,NA
"340004",2018,"HIGH POINT REGIONAL HOSPITAL","HIGH POINT","NC","27262","4",3,209,0.69,0.85,0,0.07,"N",0,0,0,1.15,NA,0.6,NA,NA,0.7,2.27,68.02,NA,100,NA,0.93,NA,NA,"No Different than the National Benchmark","Better than the National Rate",NA,NA,0,1
"340008",2016,"CENTER FOR INPATIENT REHAB","LAURINBURG","NC","28352","4",3,70,0.64,0.79,1,0.2,"N",0,0,0,1.11,NA,NA,NA,12.1,NA,NA,NA,NA,NA,NA,NA,NA,"Better than the National Rate",NA,NA,NA,1,NA,NA
"340008",2017,"CENTER FOR INPATIENT REHAB","LAURINBURG","NC","28352","4",3,65,0.55,0.8,1,0.2,"N",0,0,0,1.23,1.9,NA,NA,12.62,NA,NA,NA,97.5,NA,88,NA,NA,"Better than the National Rate",NA,NA,NA,1,NA,NA
"340008",2018,"CENTER FOR INPATIENT REHAB","LAURINBURG","NC","28352","4",3,73,0.64,0.8,1,0.27,"N",0,0,0,1.27,NA,1.7,NA,NA,0,NA,69.25,NA,100,NA,0.92,NA,NA,NA,"Better than the National Rate",NA,NA,NA,1
"340014",2016,"WHITAKER REHABILITATION CENTER","WINSTON SALEM","NC","27103","4",3,270,0.63,0.87,0,0.08,"N",0,0,0,1.28,0,NA,NA,12.87,NA,NA,NA,NA,NA,NA,NA,NA,"No Different than the National Rate",NA,NA,NA,0,NA,NA
"340014",2017,"WHITAKER REHABILITATION CENTER","WINSTON SALEM","NC","27103","4",3,291,0.71,0.85,0,0.1,"N",0,0,0,1.28,0,NA,NA,13.06,NA,1.69,NA,88.5,NA,97,NA,NA,"Better than the National Rate","No Different than the National Benchmark",NA,NA,1,0,NA
"340014",2018,"WHITAKER REHABILITATION CENTER","WINSTON SALEM","NC","27103","4",3,304,0.71,0.85,0,0.1,"N",0,0,0,1.27,NA,0,0,NA,0,1.59,63.01,NA,100,NA,1.03,"No Different than the National Benchmark",NA,"No Different than the National Benchmark","Worse than the National Rate",0,NA,0,0
"340015",2016,"ROWAN REGIONAL MEDICAL CENTER","SALISBURY","NC","28114","4",3,83,0.51,0.85,0,0.03,"N",0,0,0,1.32,NA,NA,NA,12.96,NA,NA,NA,NA,NA,NA,NA,NA,"No Different than the National Rate",NA,NA,NA,0,NA,NA
"340015",2017,"ROWAN REGIONAL MEDICAL CENTER","SALISBURY","NC","28114","4",3,74,0.61,0.91,0,0.11,"N",0,0,0,1.16,NA,NA,NA,12.97,NA,NA,NA,NA,NA,100,NA,NA,"Better than the National Rate",NA,NA,NA,1,NA,NA
"340015",2018,"ROWAN REGIONAL MEDICAL CENTER","SALISBURY","NC","28114","4",3,64,0.71,0.91,0,0.08,"N",0,0,0,1.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340027",2016,"LENOIR MEMORIAL HOSPITAL REHAB UNIT","KINSTON","NC","28501","4",3,90,1.01,0.79,1,0.2,"N",0,0,0,1.38,2.6,NA,NA,13.26,NA,NA,NA,NA,NA,NA,NA,NA,"No Different than the National Rate",NA,NA,NA,0,NA,NA
"340027",2017,"LENOIR MEMORIAL HOSPITAL REHAB UNIT","KINSTON","NC","28501","4",3,101,0.91,0.8,1,0.18,"N",0,0,0,1.26,1,NA,NA,13.39,NA,NA,NA,86.7,NA,97,NA,NA,"No Different than the National Rate",NA,NA,NA,0,NA,NA
"340027",2018,"LENOIR MEMORIAL HOSPITAL REHAB UNIT","KINSTON","NC","28501","4",3,82,0.8,0.8,1,0.31,"N",0,0,0,1.27,NA,0,NA,NA,0,NA,64.01,NA,98.8,NA,1.03,NA,NA,NA,"Worse than the National Rate",NA,NA,NA,0
"340028",2016,"CAPE FEAR VALLEY REHABILITATION CENTER","FAYETTEVILLE","NC","28302","4",3,660,0.33,0.8,0,0.25,"N",0,0,0,1.18,1.2,NA,NA,13.58,NA,NA,NA,NA,NA,NA,NA,NA,"Worse than the National Rate",NA,NA,NA,0,NA,NA
"340028",2017,"CAPE FEAR VALLEY REHABILITATION CENTER","FAYETTEVILLE","NC","28302","4",3,740,0.32,0.89,0,0.23,"N",0,0,0,1.19,0.3,NA,1.17,13.36,NA,0.8,NA,99.4,NA,99,NA,"No Different than the National Benchmark","No Different than the National Rate","No Different than the National Benchmark",NA,0,0,0,NA
"340028",2018,"CAPE FEAR VALLEY REHABILITATION CENTER","FAYETTEVILLE","NC","28302","4",3,749,0.31,0.83,0,0.23,"N",0,0,0,1.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340040",2016,"PITT COUNTY MEMORIAL HOSPITAL","GREENVILLE","NC","27835","4",3,581,0.66,0.94,0,0.34,"N",0.17,1,0,1.28,NA,NA,NA,13.9,NA,NA,NA,NA,NA,NA,NA,NA,"Worse than the National Rate",NA,NA,NA,0,NA,NA
"340040",2017,"PITT COUNTY MEMORIAL HOSPITAL","GREENVILLE","NC","27835","4",3,569,0.61,0.94,0,0.36,"N",0.17,1,0,1.29,NA,NA,4.45,13.05,NA,0.34,NA,NA,NA,100,NA,"Worse than the National Benchmark","Better than the National Rate","No Different than the National Benchmark",NA,0,1,0,NA
"340040",2018,"PITT COUNTY MEMORIAL HOSPITAL","GREENVILLE","NC","27835","4",3,528,0.57,0.94,0,0.32,"N",0.17,1,0,1.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340047",2016,"NORTH CAROLINA BAPTIST HOSPITALS","WINSTON SALEM","NC","27157","4",3,228,0.54,0.87,0,0.23,"N",0,0,0,1.21,2.9,NA,NA,12.64,NA,NA,NA,NA,NA,NA,NA,NA,"Better than the National Rate",NA,NA,NA,1,NA,NA
"340047",2017,"NORTH CAROLINA BAPTIST HOSPITALS","WINSTON SALEM","NC","27157","4",3,212,0.36,0.85,0,0.24,"N",0,0,0,1.33,2,NA,1.52,12.68,NA,0,NA,27,NA,94,NA,"No Different than the National Benchmark","Better than the National Rate","Better than the National Benchmark",NA,0,1,1,NA
"340047",2018,"NORTH CAROLINA BAPTIST HOSPITALS","WINSTON SALEM","NC","27157","4",3,241,0.57,0.85,0,0.29,"N",0,0,0,1.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340061",2016,"UNC HOSPITALS INPATIENT REHAB","CHAPEL HILL","NC","27514","4",3,190,0.55,0.98,0,0.25,"G",0.14,1,0,1.38,1,NA,NA,13.07,NA,NA,NA,NA,NA,NA,NA,NA,"No Different than the National Rate",NA,NA,NA,0,NA,NA
"340061",2017,"UNC HOSPITALS INPATIENT REHAB","CHAPEL HILL","NC","27514","4",3,158,0.5,0.98,0,0.26,"G",0.14,1,0,1.35,0.7,NA,2.15,13.22,NA,1.91,NA,98.3,NA,99,NA,"No Different than the National Benchmark","No Different than the National Rate","No Different than the National Benchmark",NA,0,0,0,NA
"340061",2018,"UNC HOSPITALS INPATIENT REHAB","CHAPEL HILL","NC","27514","4",3,167,0.5,0.97,0,0.31,"G",0.15,1,0,1.25,NA,0.6,1.88,NA,0,0.95,67.53,NA,100,NA,1,"No Different than the National Benchmark",NA,"No Different than the National Benchmark","Better than the National Rate",0,NA,0,1
"340069",2016,"WAKEMED REHAB","RALEIGH","NC","27610","4",3,856,0.32,0.9,0,0.2,"N",0,0,0,1.34,NA,NA,NA,12.07,NA,NA,NA,NA,NA,NA,NA,NA,"Better than the National Rate",NA,NA,NA,1,NA,NA
"340069",2017,"WAKEMED REHAB","RALEIGH","NC","27610","4",3,808,0.31,0.96,0,0.21,"N",0,0,0,1.25,NA,NA,1.61,11.76,NA,2.56,NA,NA,NA,100,NA,"No Different than the National Benchmark","Better than the National Rate","Worse than the National Benchmark",NA,0,1,0,NA
"340069",2018,"WAKEMED REHAB","RALEIGH","NC","27610","4",3,722,0.33,0.94,0,0.22,"N",0,0,0,1.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340091",2016,"MOSES H. CONE MEMORIAL HOSPITAL","GREENSBORO","NC","27401","4",3,289,0.53,0.85,0,0.17,"N",0,0,0,1.26,NA,NA,NA,12.71,NA,NA,NA,NA,NA,NA,NA,NA,"Better than the National Rate",NA,NA,NA,1,NA,NA
"340091",2017,"MOSES H. CONE MEMORIAL HOSPITAL","GREENSBORO","NC","27401","4",3,341,0.5,0.85,0,0.2,"N",0,0,0,1.34,NA,NA,1.1,13.68,NA,0.75,NA,NA,NA,100,NA,"No Different than the National Benchmark","Worse than the National Rate","No Different than the National Benchmark",NA,0,0,0,NA
"340091",2018,"MOSES H. CONE MEMORIAL HOSPITAL","GREENSBORO","NC","27401","4",3,270,0.42,0.85,0,0.2,"N",0,0,0,1.34,NA,0.4,0.87,NA,0,0.42,66.69,NA,100,NA,0.96,"No Different than the National Benchmark",NA,"No Different than the National Benchmark","Better than the National Rate",0,NA,0,1
"340097",2016,"REGIONAL REHAB CENTER AT HUGH CHATHAM","ELKIN","NC","28621","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340097",2017,"REGIONAL REHAB CENTER AT HUGH CHATHAM","ELKIN","NC","28621","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340097",2018,"REGIONAL REHAB CENTER AT HUGH CHATHAM","ELKIN","NC","28621","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340098",2016,"CAROLINAS MEDICAL CENTER - PINEVILLE REHABILITATIO","CHARLOTTE","NC","28210","4",3,262,0.44,0.92,0,0,"G",0,0,0,1.19,NA,NA,NA,13.62,NA,NA,NA,NA,NA,NA,NA,NA,"Worse than the National Rate",NA,NA,NA,0,NA,NA
"340098",2017,"CAROLINAS MEDICAL CENTER - PINEVILLE REHABILITATIO","CHARLOTTE","NC","28210","4",3,379,0.34,0.91,0,0.12,"G",0,0,0,1.23,NA,NA,NA,14.32,NA,0.29,NA,NA,NA,NA,NA,NA,"Worse than the National Rate","No Different than the National Benchmark",NA,NA,0,0,NA
"340098",2018,"CAROLINAS MEDICAL CENTER - PINEVILLE REHABILITATIO","CHARLOTTE","NC","28210","4",3,369,0.32,0.91,0,0.13,"G",0,0,0,1.29,NA,0,NA,NA,0,0.3,58.7,NA,100,NA,1.04,NA,NA,"No Different than the National Benchmark","Worse than the National Rate",NA,NA,0,0
"340107",2016,"VIDANT EDGECOMB REHAB UNIT","TARBORO","NC","27886","4",3,104,0.57,0.88,0,0.23,"G",0,0,0,1.04,NA,NA,NA,12.75,NA,NA,NA,NA,NA,NA,NA,NA,"Better than the National Rate",NA,NA,NA,1,NA,NA
"340107",2017,"VIDANT EDGECOMB REHAB UNIT","TARBORO","NC","27886","4",3,107,0.56,0.88,0,0.3,"G",0,0,0,1.05,NA,NA,NA,12.98,NA,NA,NA,NA,NA,98,NA,NA,"Better than the National Rate",NA,NA,NA,1,NA,NA
"340107",2018,"VIDANT EDGECOMB REHAB UNIT","TARBORO","NC","27886","4",3,86,0.6,0.9,0,0.36,"G",0,0,0,1.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340113",2016,"CAROLINAS MEDICAL CENTER","CHARLOTTE","NC","28203","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340113",2017,"CAROLINAS MEDICAL CENTER","CHARLOTTE","NC","28203","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.57,NA,NA,NA,84,NA,NA,NA,"No Different than the National Benchmark",NA,NA,NA,0,NA
"340113",2018,"CAROLINAS MEDICAL CENTER","CHARLOTTE","NC","28203","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340115",2016,"FIRSTHEALTH MOORE REGIONAL HOSPITAL","PINEHURST","NC","28374","4",3,227,0.48,0.79,1,0.12,"N",0,0,0,1.12,NA,NA,NA,12.23,NA,NA,NA,NA,NA,NA,NA,NA,"Better than the National Rate",NA,NA,NA,1,NA,NA
"340115",2017,"FIRSTHEALTH MOORE REGIONAL HOSPITAL","PINEHURST","NC","28374","4",3,182,0.46,0.8,1,0.13,"N",0,0,0,1.28,NA,NA,NA,14.07,NA,NA,NA,NA,NA,100,NA,NA,"Worse than the National Rate",NA,NA,NA,0,NA,NA
"340115",2018,"FIRSTHEALTH MOORE REGIONAL HOSPITAL","PINEHURST","NC","28374","4",3,175,0.41,0.8,1,0.09,"N",0,0,0,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340116",2016,"FRYE REGIONAL MEDICAL CENTER","HICKORY","NC","28601","4",3,67,0.42,0.85,0,0.17,"P",0,0,0,1.44,0,NA,NA,13.02,NA,NA,NA,NA,NA,NA,NA,NA,"No Different than the National Rate",NA,NA,NA,0,NA,NA
"340116",2017,"FRYE REGIONAL MEDICAL CENTER","HICKORY","NC","28601","4",3,85,0.45,0.85,0,0.1,"P",0,0,0,1.38,1.6,NA,NA,13.29,NA,NA,NA,100,NA,83,NA,NA,"No Different than the National Rate",NA,NA,NA,0,NA,NA
"340116",2018,"FRYE REGIONAL MEDICAL CENTER","HICKORY","NC","28601","4",3,69,0.45,0.85,0,0.11,"P",0,0,0,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340131",2016,"CAROLINAEAST REHABILITATION HOSPITAL","NEW BERN","NC","28561","4",3,185,0.97,0.85,0,0.15,"G",0,0,0,1.11,NA,NA,NA,13.06,NA,NA,NA,NA,NA,NA,NA,NA,"No Different than the National Rate",NA,NA,NA,0,NA,NA
"340131",2017,"CAROLINAEAST REHABILITATION HOSPITAL","NEW BERN","NC","28561","4",3,201,0.8,0.88,0,0.07,"G",0,0,0,1.13,NA,NA,NA,13.58,NA,NA,NA,NA,NA,100,NA,NA,"No Different than the National Rate",NA,NA,NA,0,NA,NA
"340131",2018,"CAROLINAEAST REHABILITATION HOSPITAL","NEW BERN","NC","28561","4",3,195,0.73,0.85,0,0.14,"G",0,0,0,1.15,NA,0,NA,NA,0.5,NA,73,NA,100,NA,0.77,NA,NA,NA,"Better than the National Rate",NA,NA,NA,1
"340132",2016,"MARIA PARHAM HEALTHCARE ASSOCIATION INC","HENDERSON","NC","27536","4",3,90,0.65,0.79,1,0.23,"N",0,0,0,1.06,NA,NA,NA,13.3,NA,NA,NA,NA,NA,NA,NA,NA,"Worse than the National Rate",NA,NA,NA,0,NA,NA
"340132",2017,"MARIA PARHAM HEALTHCARE ASSOCIATION INC","HENDERSON","NC","27536","4",3,111,0.69,0.8,1,0.17,"P",0,0,0,1.09,NA,NA,NA,12.94,NA,NA,NA,NA,NA,98,NA,NA,"Better than the National Rate",NA,NA,NA,1,NA,NA
"340132",2018,"MARIA PARHAM HEALTHCARE ASSOCIATION INC","HENDERSON","NC","27536","4",3,85,0.53,0.8,1,0.15,"P",0,0,0,1.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340141",2016,"NEW HANOVER REGIONAL MEDICAL CENTER REHABILITATION","WILMINGTON","NC","28402","4",3,442,0.55,0.89,0,0.21,"G",0,0,0,1.34,NA,NA,NA,13.89,NA,NA,NA,NA,NA,NA,NA,NA,"Worse than the National Rate",NA,NA,NA,0,NA,NA
"340141",2017,"NEW HANOVER REGIONAL MEDICAL CENTER REHABILITATION","WILMINGTON","NC","28402","4",3,425,0.5,0.84,0,0.22,"G",0,0,0,1.29,NA,NA,1.62,14.05,NA,2.67,NA,NA,NA,99,NA,"No Different than the National Benchmark","Worse than the National Rate","Worse than the National Benchmark",NA,0,0,0,NA
"340141",2018,"NEW HANOVER REGIONAL MEDICAL CENTER REHABILITATION","WILMINGTON","NC","28402","4",3,443,0.49,0.88,0,0.2,"G",0,0,0,1.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340143",2016,"CATAWBA VALLEY MEDICAL CENTER","HICKORY","NC","28602","4",3,50,1.31,0.85,0,0.14,"N",0,0,0,1.11,0,NA,NA,12.38,NA,NA,NA,NA,NA,NA,NA,NA,"Better than the National Rate",NA,NA,NA,1,NA,NA
"340143",2017,"CATAWBA VALLEY MEDICAL CENTER","HICKORY","NC","28602","4",3,48,1.27,0.85,0,0.1,"N",0,0,0,1.27,0,NA,NA,12.72,NA,NA,NA,97.4,NA,100,NA,NA,"Better than the National Rate",NA,NA,NA,1,NA,NA
"340143",2018,"CATAWBA VALLEY MEDICAL CENTER","HICKORY","NC","28602","4",3,50,0.42,0.85,0,0.09,"N",0,0,0,1.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340147",2016,"BRYANT T. ALDRIDGE REHABILITATION CENTER","ROCKY MOUNT","NC","27804","4",3,351,0.6,0.88,0,0.2,"G",0,0,0,1.22,NA,NA,NA,14.84,NA,NA,NA,NA,NA,NA,NA,NA,"Worse than the National Rate",NA,NA,NA,0,NA,NA
"340147",2017,"BRYANT T. ALDRIDGE REHABILITATION CENTER","ROCKY MOUNT","NC","27804","4",3,378,0.55,0.88,0,0.19,"G",0,0,0,1.23,0.4,NA,0.94,13.45,NA,0.41,NA,100,NA,99,NA,"No Different than the National Benchmark","No Different than the National Rate","No Different than the National Benchmark",NA,0,0,0,NA
"340147",2018,"BRYANT T. ALDRIDGE REHABILITATION CENTER","ROCKY MOUNT","NC","27804","4",3,377,0.56,0.9,0,0.2,"G",0,0,0,1.17,NA,0,NA,NA,0.3,0,60.74,NA,100,NA,0.97,NA,NA,"No Different than the National Benchmark","Worse than the National Rate",NA,NA,0,0
"340155",2016,"DURHAM REGIONAL HOSPITAL","DURHAM","NC","27704","4",3,209,0.38,0.98,0,0.22,"G",0,0,0,1.27,0.3,NA,NA,12.88,NA,NA,NA,NA,NA,NA,NA,NA,"No Different than the National Rate",NA,NA,NA,0,NA,NA
"340155",2017,"DURHAM REGIONAL HOSPITAL","DURHAM","NC","27704","4",3,213,0.37,0.98,0,0.21,"G",0,0,0,1.31,0,NA,NA,12.93,NA,1.58,NA,97.9,NA,97,NA,NA,"Better than the National Rate","No Different than the National Benchmark",NA,NA,1,0,NA
"340155",2018,"DURHAM REGIONAL HOSPITAL","DURHAM","NC","27704","4",3,197,0.38,0.97,0,0.24,"G",0,0,0,1.25,NA,0,NA,NA,0,1.94,70.14,NA,95.7,NA,0.87,NA,NA,"No Different than the National Benchmark","Better than the National Rate",NA,NA,0,1
"343025",2016,"CAREPARTNERS  REHABILITATION HOSP","ASHEVILLE","NC","28813","4",3,867,0.47,0.85,0,0.15,"N",0,0,1,1.2,1.8,NA,NA,13.19,NA,NA,NA,NA,NA,NA,NA,NA,"No Different than the National Rate",NA,NA,NA,0,NA,NA
"343025",2017,"CAREPARTNERS  REHABILITATION HOSP","ASHEVILLE","NC","28813","4",3,727,0.53,0.86,0,0.16,"N",0,0,1,1.26,0.7,NA,1.38,12.66,NA,0.61,NA,96.5,NA,95,NA,"No Different than the National Benchmark","Better than the National Rate","No Different than the National Benchmark",NA,0,1,0,NA
"343025",2018,"CAREPARTNERS  REHABILITATION HOSP","ASHEVILLE","NC","28813","4",3,706,0.5,0.87,0,0.21,"N",0,0,1,1.23,NA,0.6,3.01,NA,0.1,0.81,60.99,NA,99.5,NA,0.94,"Worse than the National Benchmark",NA,"No Different than the National Benchmark","Worse than the National Rate",0,NA,0,0
"343026",2016,"CAROLINAS REHABILITATION","CHARLOTTE","NC","28203","4",3,1395,0.39,0.92,0,0.2,"G",0.07,1,1,1.22,0.7,NA,NA,13.7,NA,NA,NA,NA,NA,NA,NA,NA,"Worse than the National Rate",NA,NA,NA,0,NA,NA
"343026",2017,"CAROLINAS REHABILITATION","CHARLOTTE","NC","28203","4",3,1306,0.35,0.91,0,0.23,"G",0.08,1,1,1.21,0.3,NA,3.85,13.12,NA,1.03,NA,90.5,NA,93,NA,"Worse than the National Benchmark","Better than the National Rate","No Different than the National Benchmark",NA,0,1,0,NA
"343026",2018,"CAROLINAS REHABILITATION","CHARLOTTE","NC","28203","4",3,1219,0.34,0.91,0,0.27,"G",0.08,1,1,1.22,NA,0.3,1.46,NA,0,0.78,62.58,NA,100,NA,1,"No Different than the National Benchmark",NA,"No Different than the National Benchmark","Worse than the National Rate",0,NA,0,0
"350002",2016,"CHI ST ALEXIUS HEALTH","BISMARCK","ND","58506","8",6,84,0.61,0.72,0,0.08,"N",0,0,0,1.21,0,NA,NA,12.37,NA,NA,NA,NA,NA,NA,NA,NA,"Better than the National Rate",NA,NA,NA,1,NA,NA
"350002",2017,"CHI ST ALEXIUS HEALTH","BISMARCK","ND","58506","8",6,77,0.61,0.71,0,0.09,"N",0,0,0,1.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350002",2018,"CHI ST ALEXIUS HEALTH","BISMARCK","ND","58506","8",6,46,0.61,0.78,0,0.49,"N",0,0,0,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350006",2016,"TRINITY REHABCARE CENTER","MINOT","ND","58701","8",6,379,0.62,0.71,1,0.05,"N",0,0,0,1.04,0.3,NA,NA,14.39,NA,NA,NA,NA,NA,NA,NA,NA,"Worse than the National Rate",NA,NA,NA,0,NA,NA
"350006",2017,"TRINITY REHABCARE CENTER","MINOT","ND","58701","8",6,364,0.61,0.74,1,0.09,"N",0,0,0,0.95,0.3,NA,NA,13.83,NA,0.9,NA,73.7,NA,60,NA,NA,"Worse than the National Rate","No Different than the National Benchmark",NA,NA,0,0,NA
"350006",2018,"TRINITY REHABCARE CENTER","MINOT","ND","58701","8",6,311,0.65,0.77,1,0.08,"N",0,0,0,1.02,NA,0.3,NA,NA,0.5,0,61.11,NA,100,NA,0.84,NA,NA,"No Different than the National Benchmark","Worse than the National Rate",NA,NA,0,0
"350011",2016,"SANFORD HEALTH SYSTEM","FARGO","ND","58122","8",6,131,0.46,0.76,0,0.17,"N",0,0,0,1.16,1.6,NA,NA,12.66,NA,NA,NA,NA,NA,NA,NA,NA,"Better than the National Rate",NA,NA,NA,1,NA,NA
"350011",2017,"SANFORD HEALTH SYSTEM","FARGO","ND","58122","8",6,117,0.44,0.77,0,0.24,"N",0,0,0,1.18,0.8,NA,NA,13.51,NA,0.87,NA,95.6,NA,92,NA,NA,"No Different than the National Rate","No Different than the National Benchmark",NA,NA,0,0,NA
"350011",2018,"SANFORD HEALTH SYSTEM","FARGO","ND","58122","8",6,106,0.47,0.78,0,0.18,"N",0,0,0,1.2,NA,0,NA,NA,0.7,0,68.35,NA,100,NA,0.96,NA,NA,"No Different than the National Benchmark","Better than the National Rate",NA,NA,0,1
"350015",2016,"SANFORD REHABILITATION CENTER","BISMARCK","ND","58501","8",6,97,0.72,0.72,0,0.14,"N",0,0,0,1.05,0,NA,NA,13.31,NA,NA,NA,NA,NA,NA,NA,NA,"Worse than the National Rate",NA,NA,NA,0,NA,NA
"350015",2017,"SANFORD REHABILITATION CENTER","BISMARCK","ND","58501","8",6,132,0.64,0.71,0,0.19,"N",0,0,0,1.01,NA,NA,NA,13.49,NA,NA,NA,NA,NA,90,NA,NA,"No Different than the National Rate",NA,NA,NA,0,NA,NA
"350015",2018,"SANFORD REHABILITATION CENTER","BISMARCK","ND","58501","8",6,90,0.62,0.78,0,0.16,"N",0,0,0,1.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350019",2016,"ALTRU HEALTH SYSTEM","GRAND FORKS","ND","58201","8",6,227,0.66,0.7,0,0.1,"G",0,0,0,1.23,3,NA,NA,14.52,NA,NA,NA,NA,NA,NA,NA,NA,"Worse than the National Rate",NA,NA,NA,0,NA,NA
"350019",2017,"ALTRU HEALTH SYSTEM","GRAND FORKS","ND","58201","8",6,204,0.81,0.74,0,0.15,"G",0,0,0,1.35,1.6,NA,NA,13.55,NA,5.21,NA,99,NA,99,NA,NA,"No Different than the National Rate","Worse than the National Benchmark",NA,NA,0,0,NA
"350019",2018,"ALTRU HEALTH SYSTEM","GRAND FORKS","ND","58201","8",6,156,0.79,0.73,0,0.1,"G",0,0,0,1.3,NA,1.8,NA,NA,0,2.31,61.33,NA,100,NA,1.38,NA,NA,"No Different than the National Benchmark","Worse than the National Rate",NA,NA,0,0
"360001",2017,"MERCY HEALTH ANDERSON HOSPITAL - REHAB UNIT","CINCINNATI","OH","45255","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
